,loan_amount,status,activity_name,sector_name,country,lender_term,num_lenders_total,num_journal_entries,repayment_interval,female_count,male_count,shortage_fund,posted_raised_hours,mpi,population_in_mpi,Education,Health,Living standards,population_in_severe_mpi,borrower_count,class
16514,200.0,funded,Rickshaw,Transportation,Philippines,8.0,1,1,irregular,1,0,0.0,760.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5139,600.0,funded,Primary/secondary school costs,Education,Kenya,13.0,14,3,irregular,1,0,0.0,58.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
17437,150.0,funded,Wholesale,Wholesale,Kenya,15.0,6,2,monthly,0,1,0.0,64.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
11792,675.0,funded,Manufacturing,Manufacturing,Pakistan,15.0,16,1,monthly,1,0,0.0,449.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
12305,75.0,funded,Home Energy,Personal Use,Kenya,14.0,3,1,monthly,1,0,0.0,101.0,0.166,36.0,12.3,32.2,55.5,10.7,1,3
5111,725.0,funded,Higher education costs,Education,Tajikistan,14.0,20,2,monthly,1,0,0.0,208.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
9254,575.0,funded,Personal Medical Expenses,Health,Nicaragua,17.0,19,1,monthly,1,0,0.0,159.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,2
2573,575.0,funded,Clothing Sales,Clothing,Uganda,6.0,16,2,irregular,1,0,0.0,1162.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
8928,350.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,13,1,monthly,1,0,0.0,217.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
14390,375.0,funded,Tailoring,Services,Kenya,8.0,15,1,monthly,0,1,0.0,168.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
2035,300.0,funded,Embroidery,Arts,Pakistan,11.0,6,1,irregular,1,0,0.0,256.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
9694,125.0,funded,Personal Housing Expenses,Housing,Philippines,8.0,2,1,irregular,1,0,0.0,343.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17662,800.0,funded,Goods Distribution,Wholesale,Cambodia,14.0,29,1,monthly,0,1,0.0,112.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
16079,625.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,1,1,irregular,1,0,0.0,276.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2294,700.0,funded,Crafts,Arts,Cambodia,14.0,28,2,monthly,1,0,0.0,315.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
11004,875.0,funded,Furniture Making,Manufacturing,Kenya,15.0,34,1,irregular,0,1,0.0,347.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
12453,450.0,funded,Home Energy,Personal Use,India,14.0,15,1,monthly,7,0,0.0,148.0,0.282,55.3,22.7,32.5,44.8,27.8,7,3
7452,375.0,funded,Grocery Store,Food,Kenya,8.0,15,2,monthly,1,0,0.0,259.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8608,200.0,funded,Natural Medicines,Health,Sierra Leone,11.0,8,1,irregular,1,0,0.0,136.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
7080,200.0,funded,Fruits & Vegetables,Food,Kenya,11.0,5,1,irregular,1,0,0.0,144.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8240,425.0,funded,Personal Medical Expenses,Health,Nicaragua,12.0,16,1,monthly,0,1,0.0,108.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,2
834,225.0,funded,Pigs,Agriculture,Philippines,8.0,5,1,irregular,1,0,0.0,222.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
6055,425.0,funded,Entertainment,Entertainment,Philippines,14.0,15,2,irregular,1,0,0.0,16.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1896,375.0,funded,Embroidery,Arts,Peru,8.0,15,4,monthly,1,0,0.0,269.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
4133,125.0,funded,Construction Supplies,Construction,Philippines,8.0,1,2,monthly,1,0,0.0,163.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12922,225.0,funded,Home Appliances,Personal Use,Cambodia,8.0,8,1,monthly,5,0,0.0,203.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
9214,600.0,funded,Medical Clinic,Health,Kenya,14.0,24,3,monthly,1,0,0.0,32.0,0.166,36.0,12.3,32.2,55.5,10.7,1,2
11908,125.0,funded,Home Appliances,Personal Use,Cambodia,8.0,3,1,monthly,2,1,0.0,173.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
3894,550.0,funded,Construction,Construction,Peru,8.0,16,1,monthly,1,0,0.0,38.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
13053,225.0,funded,Personal Products Sales,Retail,Colombia,14.0,9,1,bullet,1,0,0.0,97.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
7863,350.0,funded,Food Production/Sales,Food,Peru,8.0,14,1,monthly,1,0,0.0,7.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
2388,225.0,funded,Crafts,Arts,Philippines,8.0,1,1,irregular,1,0,0.0,111.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
10182,400.0,funded,Personal Housing Expenses,Housing,Mexico,15.0,12,1,monthly,1,0,0.0,54.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
9081,450.0,funded,Personal Medical Expenses,Health,Mexico,14.0,18,1,monthly,1,0,0.0,186.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
4045,450.0,funded,Construction Supplies,Construction,Nicaragua,11.0,16,1,monthly,0,1,0.0,282.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
15756,625.0,funded,Motorcycle Transport,Transportation,Kenya,14.0,21,1,monthly,0,1,0.0,705.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
13383,300.0,funded,General Store,Retail,Philippines,10.0,1,1,irregular,1,0,0.0,12.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12592,925.0,funded,Home Appliances,Personal Use,Lao People's Democratic Republic,10.0,36,1,bullet,1,6,0.0,150.0,0.18600000000000005,36.8,37.7,25.4,36.9,18.8,7,3
10282,600.0,funded,Personal Housing Expenses,Housing,Nicaragua,17.0,19,1,monthly,0,1,0.0,622.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
7532,600.0,funded,Catering,Food,Peru,8.0,19,1,monthly,1,0,0.0,99.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
2371,350.0,funded,Textiles,Arts,Peru,12.0,14,2,monthly,1,0,0.0,11.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
7164,325.0,funded,Fish Selling,Food,Philippines,8.0,6,1,irregular,1,0,0.0,111.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9157,125.0,funded,Personal Medical Expenses,Health,Tajikistan,15.0,4,1,monthly,1,0,0.0,211.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
8741,825.0,funded,Personal Medical Expenses,Health,Albania,26.0,33,1,monthly,1,0,0.0,876.0,0.005,1.2,22.4,47.1,30.5,0.1,1,2
4293,575.0,funded,Construction Supplies,Construction,Yemen,13.0,19,1,monthly,1,3,0.0,10.0,0.2,40.0,29.5,32.2,38.2,19.4,4,1
8638,375.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,10,1,monthly,1,0,0.0,257.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
11171,400.0,funded,Manufacturing,Manufacturing,Pakistan,14.0,8,2,monthly,1,0,0.0,201.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
10464,750.0,funded,Personal Housing Expenses,Housing,Cambodia,11.0,27,1,monthly,1,0,0.0,80.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
6217,275.0,funded,Games,Entertainment,Pakistan,14.0,10,2,monthly,1,0,0.0,11.0,0.237,45.6,36.2,32.3,31.6,26.5,1,0
4326,550.0,funded,Construction Supplies,Construction,Indonesia,60.0,20,1,irregular,1,0,0.0,107.0,0.024,5.9,24.7,35.1,40.2,1.1,1,0
10347,225.0,funded,Personal Housing Expenses,Housing,Mozambique,18.0,9,1,monthly,0,1,0.0,133.0,0.39,70.2,30.4,22.3,47.3,44.1,1,1
7010,275.0,funded,Grocery Store,Food,Philippines,11.0,1,1,irregular,1,0,0.0,555.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1250,650.0,funded,Textiles,Arts,Tajikistan,14.0,25,2,monthly,1,0,0.0,111.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
6633,550.0,funded,Games,Entertainment,Colombia,20.0,22,3,monthly,0,1,0.0,1006.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
15928,500.0,funded,Transportation,Transportation,Pakistan,14.0,7,1,monthly,1,0,0.0,409.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
12031,100.0,funded,Home Appliances,Personal Use,Cambodia,8.0,4,1,monthly,2,0,0.0,203.0,0.15,33.8,30.8,26.4,42.8,11.4,2,3
5447,725.0,funded,Higher education costs,Education,Jordan,15.0,25,4,monthly,1,0,0.0,49.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
2024,275.0,funded,Crafts,Arts,Peru,12.0,11,2,monthly,1,0,0.0,8.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
16274,375.0,funded,Transportation,Transportation,Peru,9.0,13,1,monthly,0,1,0.0,5.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
15926,125.0,funded,Motorcycle Transport,Transportation,Philippines,7.0,1,2,irregular,0,1,0.0,25.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1473,725.0,funded,Embroidery,Arts,Peru,14.0,28,2,monthly,1,0,0.0,102.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
4991,325.0,funded,Higher education costs,Education,Cambodia,7.0,12,2,monthly,4,1,0.0,179.0,0.15,33.8,30.8,26.4,42.8,11.4,5,2
6592,775.0,funded,Games,Entertainment,Sierra Leone,12.0,28,1,monthly,0,1,0.0,213.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
14516,450.0,funded,Tailoring,Services,Pakistan,12.0,15,1,irregular,2,0,0.0,158.0,0.237,45.6,36.2,32.3,31.6,26.5,2,1
15101,450.0,funded,Auto Repair,Services,Nicaragua,14.0,18,2,monthly,0,1,0.0,79.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
10270,400.0,funded,Personal Housing Expenses,Housing,Peru,8.0,16,4,monthly,1,0,0.0,541.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
5232,275.0,funded,Higher education costs,Education,Philippines,26.0,10,1,bullet,0,1,0.0,651.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
3206,800.0,funded,Clothing,Clothing,Mali,8.0,23,2,monthly,4,0,0.0,314.0,0.456,78.4,37.9,22.4,39.7,55.9,4,1
14509,300.0,funded,Auto Repair,Services,Pakistan,11.0,8,1,irregular,1,0,0.0,546.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
13998,100.0,funded,General Store,Retail,Philippines,8.0,1,1,irregular,1,0,0.0,0.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13759,250.0,funded,General Store,Retail,Philippines,7.0,10,2,irregular,1,0,0.0,74.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16817,600.0,funded,Goods Distribution,Wholesale,Philippines,7.0,21,2,irregular,1,0,0.0,252.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16832,850.0,funded,Wholesale,Wholesale,Uganda,39.0,31,1,monthly,0,1,0.0,846.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
14085,600.0,funded,Retail,Retail,Benin,14.0,20,4,monthly,1,0,0.0,123.0,0.343,64.2,33.1,24.8,42.1,37.7,1,1
10372,575.0,funded,Personal Housing Expenses,Housing,Jordan,18.0,21,2,monthly,1,0,0.0,639.0,0.004,1.2,31.5,65.0,3.5,0.1,1,0
5603,900.0,funded,Higher education costs,Education,Cambodia,20.0,32,1,monthly,0,1,0.0,36.0,0.15,33.8,30.8,26.4,42.8,11.4,1,2
9977,250.0,funded,Personal Housing Expenses,Housing,Kenya,14.0,9,2,monthly,1,0,0.0,92.0,0.166,36.0,12.3,32.2,55.5,10.7,1,0
13496,425.0,funded,Retail,Retail,Philippines,8.0,9,1,irregular,1,0,0.0,293.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15599,725.0,funded,Motorcycle Transport,Transportation,Peru,10.0,24,1,monthly,0,1,0.0,507.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
4389,425.0,funded,Construction,Construction,Nicaragua,11.0,16,1,monthly,1,0,0.0,262.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
114,775.0,funded,Agriculture,Agriculture,Peru,12.0,30,2,monthly,1,0,0.0,260.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
1064,300.0,funded,Pigs,Agriculture,Philippines,10.0,12,1,irregular,1,0,0.0,18.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4587,325.0,funded,Construction,Construction,Philippines,8.0,12,2,monthly,1,0,0.0,144.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3965,925.0,funded,Carpentry,Construction,Mexico,9.0,33,2,irregular,0,1,0.0,53.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
3941,800.0,funded,Construction,Construction,Kenya,14.0,21,1,irregular,0,1,0.0,59.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
1714,225.0,funded,Textiles,Arts,Peru,8.0,8,1,monthly,1,0,0.0,808.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
15561,475.0,funded,Rickshaw,Transportation,Pakistan,12.0,19,2,irregular,1,0,0.0,677.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11895,200.0,funded,Home Appliances,Personal Use,Cambodia,8.0,8,1,monthly,1,4,0.0,494.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
10713,375.0,funded,Furniture Making,Manufacturing,Peru,6.0,11,2,irregular,1,0,0.0,354.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
1561,250.0,funded,Embroidery,Arts,Pakistan,14.0,10,2,monthly,1,0,0.0,123.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
8570,150.0,funded,Personal Medical Expenses,Health,Philippines,7.0,1,2,monthly,1,0,0.0,70.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
15191,175.0,funded,Services,Services,Philippines,7.0,7,2,irregular,0,1,0.0,18.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13540,700.0,funded,Retail,Retail,Colombia,20.0,17,1,monthly,1,0,0.0,866.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
5312,500.0,funded,Higher education costs,Education,Somalia,8.0,20,1,monthly,0,1,0.0,526.0,0.5,81.8,33.7,18.8,47.5,63.6,1,1
3752,200.0,funded,Carpentry,Construction,Pakistan,12.0,3,2,irregular,1,0,0.0,88.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
8400,350.0,funded,Health,Health,Kenya,9.0,29,1,monthly,1,0,0.0,284.0,0.166,36.0,12.3,32.2,55.5,10.7,1,2
213,675.0,funded,Pigs,Agriculture,Philippines,8.0,10,1,irregular,1,0,0.0,67.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13415,475.0,funded,General Store,Retail,Philippines,8.0,3,1,irregular,1,0,0.0,142.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3347,175.0,funded,Used Clothing,Clothing,Uganda,6.0,7,1,irregular,1,0,0.0,177.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
15421,700.0,funded,Motorcycle Transport,Transportation,Kenya,13.0,21,1,monthly,0,1,0.0,654.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
13101,375.0,funded,Cosmetics Sales,Retail,Peru,9.0,13,1,irregular,1,0,0.0,481.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
2536,475.0,funded,Clothing Sales,Clothing,Philippines,14.0,17,1,irregular,1,0,0.0,333.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
15921,750.0,funded,Motorcycle Transport,Transportation,Uganda,14.0,15,1,monthly,1,0,0.0,230.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
8310,200.0,funded,Personal Medical Expenses,Health,Philippines,14.0,1,2,monthly,0,1,0.0,48.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
14780,500.0,funded,Motorcycle Repair,Services,Cambodia,14.0,20,3,monthly,0,1,0.0,35.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
5968,575.0,funded,Education provider,Education,Pakistan,14.0,21,1,monthly,1,0,0.0,65.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
16449,150.0,funded,Transportation,Transportation,India,43.0,5,1,bullet,1,0,0.0,53.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
5605,200.0,funded,Higher education costs,Education,Tajikistan,14.0,5,1,monthly,1,0,0.0,174.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
7159,100.0,funded,Grocery Store,Food,Indonesia,14.0,4,2,monthly,1,0,0.0,33.0,0.024,5.9,24.7,35.1,40.2,1.1,1,0
1374,700.0,funded,Embroidery,Arts,Colombia,15.0,17,1,monthly,1,0,0.0,140.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
8153,400.0,funded,Cereals,Food,Philippines,11.0,15,1,irregular,1,0,0.0,823.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5080,750.0,funded,Higher education costs,Education,Tajikistan,18.0,27,3,monthly,1,0,0.0,174.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
3659,950.0,funded,Bricks,Construction,Uganda,14.0,35,1,monthly,0,1,0.0,181.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
12249,675.0,funded,Home Appliances,Personal Use,Tajikistan,14.0,24,4,monthly,1,0,0.0,721.0,0.031,7.9,13.4,52.6,34.0,1.2,1,3
9343,275.0,funded,Personal Medical Expenses,Health,Peru,10.0,11,2,monthly,1,0,0.0,498.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
15413,350.0,funded,Motorcycle Transport,Transportation,Peru,8.0,11,1,monthly,0,1,0.0,2.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
14787,500.0,funded,Sewing,Services,Cameroon,15.0,17,1,monthly,1,0,0.0,50.0,0.26,48.2,24.5,31.3,44.2,27.1,1,1
7506,150.0,funded,Food Production/Sales,Food,Philippines,8.0,2,2,irregular,1,0,0.0,61.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
380,300.0,funded,Farming,Agriculture,Kenya,14.0,12,1,monthly,1,0,0.0,182.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8857,275.0,funded,Personal Medical Expenses,Health,Uganda,8.0,10,2,monthly,0,1,0.0,59.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
16581,200.0,funded,Motorcycle Transport,Transportation,Kenya,8.0,7,1,monthly,0,1,0.0,536.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8700,650.0,funded,Personal Medical Expenses,Health,Mexico,20.0,21,1,monthly,1,0,0.0,211.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
7792,225.0,funded,Food Production/Sales,Food,Philippines,8.0,9,1,irregular,1,0,0.0,130.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9943,500.0,funded,Personal Housing Expenses,Housing,Mexico,13.0,20,2,monthly,0,3,0.0,397.0,0.024,6.0,31.4,25.6,43.0,1.1,3,0
3923,350.0,funded,Timber Sales,Construction,Kenya,14.0,4,1,monthly,0,1,0.0,87.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
13430,425.0,funded,Shoe Sales,Retail,Ghana,8.0,8,2,monthly,1,0,0.0,83.0,0.147,32.4,27.2,31.5,41.2,11.1,1,0
3331,725.0,funded,Used Clothing,Clothing,Kenya,14.0,25,1,monthly,1,0,0.0,174.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
15248,200.0,funded,Tailoring,Services,Pakistan,14.0,8,2,monthly,1,0,0.0,165.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
1740,575.0,funded,Embroidery,Arts,Pakistan,11.0,11,1,irregular,1,0,0.0,64.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
13220,800.0,funded,General Store,Retail,Togo,16.0,18,1,monthly,1,0,0.0,293.0,0.242,48.5,26.4,28.8,44.9,23.2,1,1
3784,300.0,funded,Construction,Construction,Mexico,14.0,1,2,monthly,1,0,0.0,9.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
4263,775.0,funded,Construction Supplies,Construction,Uganda,10.0,10,4,monthly,0,1,0.0,590.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
4379,250.0,funded,Timber Sales,Construction,Kenya,8.0,5,1,monthly,0,1,0.0,89.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
15055,950.0,funded,Services,Services,Peru,6.0,4,1,irregular,1,0,0.0,112.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
11216,275.0,funded,Furniture Making,Manufacturing,Kenya,9.0,10,2,irregular,0,1,0.0,2.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
5410,650.0,funded,Education provider,Education,Tajikistan,14.0,25,2,monthly,0,1,0.0,583.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
1554,225.0,funded,Embroidery,Arts,Pakistan,14.0,9,2,monthly,1,0,0.0,398.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
8672,375.0,funded,Personal Medical Expenses,Health,Mexico,15.0,8,1,monthly,0,1,0.0,261.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
800,300.0,funded,Pigs,Agriculture,Philippines,13.0,3,1,irregular,1,0,0.0,128.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15717,750.0,funded,Taxi,Transportation,Peru,14.0,21,1,monthly,1,0,0.0,332.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
9773,275.0,funded,Personal Housing Expenses,Housing,Philippines,8.0,8,1,monthly,1,0,0.0,164.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1560,150.0,funded,Weaving,Arts,Philippines,8.0,6,2,irregular,1,0,0.0,71.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14209,250.0,funded,Services,Services,Kenya,8.0,10,2,monthly,0,1,0.0,196.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
2695,550.0,funded,Clothing Sales,Clothing,Ukraine,5.0,21,1,irregular,0,1,0.0,284.0,0.001,0.4,19.0,77.5,3.5,0.0,1,2
2615,925.0,funded,Clothing Sales,Clothing,Ukraine,8.0,21,1,irregular,1,0,0.0,34.0,0.001,0.4,19.0,77.5,3.5,0.0,1,2
4316,250.0,funded,Quarrying,Construction,Philippines,7.0,10,2,irregular,1,0,0.0,131.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16312,100.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,4,2,irregular,1,0,0.0,10.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2124,300.0,funded,Weaving,Arts,Philippines,10.0,9,2,irregular,1,0,0.0,105.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1212,75.0,funded,Arts,Arts,Egypt,14.0,2,1,monthly,1,0,0.0,256.0,0.016,4.2,45.6,46.7,7.8,0.4,1,0
12916,125.0,funded,Personal Expenses,Personal Use,Philippines,24.0,5,1,irregular,1,0,0.0,278.0,0.033,6.3,35.3,30.2,34.5,4.2,1,3
7979,475.0,funded,Food Production/Sales,Food,Kenya,13.0,14,1,irregular,1,0,0.0,650.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
17409,250.0,funded,Wholesale,Wholesale,Kenya,12.0,9,1,irregular,0,1,0.0,50.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
7346,200.0,funded,Grocery Store,Food,Philippines,11.0,8,1,irregular,1,0,0.0,494.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11268,175.0,funded,Manufacturing,Manufacturing,Philippines,7.0,1,1,irregular,1,0,0.0,353.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3647,400.0,funded,Timber Sales,Construction,Kenya,14.0,13,1,monthly,0,1,0.0,804.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
1995,300.0,funded,Crafts,Arts,Philippines,11.0,7,1,irregular,1,0,0.0,96.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15146,125.0,funded,Sewing,Services,Egypt,14.0,5,1,monthly,1,0,0.0,239.0,0.016,4.2,45.6,46.7,7.8,0.4,1,0
602,225.0,funded,Pigs,Agriculture,Philippines,8.0,7,1,irregular,1,0,0.0,3.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7208,725.0,funded,Food Market,Food,Rwanda,6.0,24,1,irregular,1,0,0.0,96.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
4490,775.0,funded,Bricks,Construction,Peru,6.0,2,1,irregular,1,0,0.0,89.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
996,425.0,funded,Farming,Agriculture,Kenya,11.0,10,1,bullet,8,0,0.0,278.0,0.166,36.0,12.3,32.2,55.5,10.7,8,3
7270,200.0,funded,Fruits & Vegetables,Food,Kenya,14.0,6,1,monthly,1,0,0.0,135.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
12696,100.0,funded,Home Appliances,Personal Use,Cambodia,8.0,4,1,monthly,1,1,0.0,223.0,0.15,33.8,30.8,26.4,42.8,11.4,2,3
15206,350.0,funded,Tailoring,Services,Philippines,12.0,13,2,irregular,1,0,0.0,65.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12041,650.0,funded,Home Energy,Personal Use,Cambodia,27.0,26,2,monthly,1,0,0.0,82.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
6685,250.0,funded,Entertainment,Entertainment,Kenya,8.0,7,1,monthly,0,1,0.0,114.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
12899,50.0,funded,Personal Expenses,Personal Use,Nigeria,14.0,1,2,bullet,0,1,0.0,48.0,0.279,50.9,29.8,29.8,40.4,30.0,1,3
5445,750.0,funded,Higher education costs,Education,Tajikistan,20.0,26,2,monthly,0,1,0.0,82.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
15341,325.0,funded,Sewing,Services,Pakistan,14.0,13,2,monthly,1,0,0.0,71.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
15074,250.0,funded,Beauty Salon,Services,Liberia,12.0,6,1,irregular,1,0,0.0,53.0,0.35600000000000004,70.1,23.0,25.6,51.4,35.4,1,1
2810,450.0,funded,Clothing Sales,Clothing,Nigeria,11.0,14,4,monthly,1,0,0.0,161.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
14033,425.0,funded,Music Discs & Tapes,Retail,Kenya,8.0,17,1,monthly,0,1,0.0,367.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
17472,875.0,funded,Goods Distribution,Wholesale,Rwanda,10.0,34,1,monthly,1,0,0.0,14.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
2962,475.0,funded,Clothing Sales,Clothing,Kenya,15.0,14,1,irregular,0,1,0.0,384.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
7857,650.0,funded,Food Market,Food,South Sudan,8.0,21,1,irregular,1,0,0.0,13.0,0.551,89.3,39.3,14.3,46.3,69.6,1,1
10843,300.0,funded,Manufacturing,Manufacturing,Philippines,11.0,9,1,irregular,1,0,0.0,178.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
